0 qid:413 1:1.3163400888442993 2:2.509976625442505 3:1.4163397550582886 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:7.051584243774414 14:7.051584243774414 15:10.981271743774414 16:0.0 17:11.079072952270508 18:0.0 19:7.051584243774414 20:7.051584243774414 21:8.496341705322266 22:0.0 23:8.07721996307373 24:0.0 25:8.213079452514648 26:8.213079452514648 27:4.714643955230713 28:0.0 29:4.219188690185547 30:0.0 31:8.024263381958008 32:8.024263381958008 33:0.0 34:976.0 #docno: FT922-8924
0 qid:338 1:0.6239472031593323 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:5.980350971221924 16:0.0 17:6.025211811065674 18:0.0 19:0.0 20:0.0 21:5.2999749183654785 22:0.0 23:5.098623275756836 24:0.0 25:0.0 26:0.0 27:5.002827167510986 28:0.0 29:4.913051128387451 30:0.0 31:0.0 32:0.0 33:0.0 34:4791.0 #docno: FR940525-1-00084
0 qid:336 1:1.054663896560669 2:0.0 3:1.4063117504119873 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:10.85030746459961 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 21:8.454607009887695 22:5.787604331970215 23:7.790928840637207 24:0.0 25:0.0 26:0.0 27:5.120607852935791 28:0.0 29:4.926362037658691 30:0.0 31:0.0 32:0.0 33:0.0 34:564.0 #docno: LA060790-0014
0 qid:313 1:1.4802645444869995 2:0.0 3:1.648695707321167 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:22.637786865234375 16:0.0 17:23.518892288208008 18:0.0 19:0.0 20:0.0 21:15.722256660461426 22:0.0 23:16.58740234375 24:0.0 25:0.0 26:0.0 27:12.359579086303711 28:0.0 29:11.771356582641602 30:0.0 31:0.9417898058891296 32:0.0 33:0.0 34:4164.0 #docno: FBIS4-66413
0 qid:416 1:1.8606486320495605 2:0.0 3:2.1097686290740967 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:19.585342407226562 16:0.0 17:19.058317184448242 18:0.0 19:0.0 20:0.0 21:15.291374206542969 22:0.0 23:14.678411483764648 24:0.0 25:0.5638551712036133 26:0.0 27:8.37026309967041 28:0.0 29:8.09823226928711 30:0.0 31:0.0 32:0.0 33:0.0 34:779.0 #docno: FBIS3-44550
1 qid:387 1:1.6724934577941895 2:0.0 3:1.8981130123138428 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:16.024168014526367 14:16.024168014526367 15:17.43766212463379 16:0.0 17:17.945884704589844 18:0.0 19:16.024168014526367 20:16.024168014526367 21:12.453484535217285 22:0.0 23:12.407811164855957 24:0.0 25:15.71722412109375 26:15.71722412109375 27:7.630144119262695 28:0.0 29:7.464044570922852 30:0.0 31:15.71722412109375 32:15.71722412109375 33:0.0 34:2545.0 #docno: FBIS3-21073
0 qid:375 1:0.8908080458641052 2:2.7188034057617188 3:0.9972843527793884 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:11.236161231994629 16:0.0 17:11.320566177368164 18:0.0 19:0.0 20:0.0 21:7.394504070281982 22:0.0 23:8.03486156463623 24:0.0 25:0.0 26:0.0 27:5.679246425628662 28:0.0 29:5.431604385375977 30:0.0 31:0.0 32:0.0 33:0.0 34:579.0 #docno: FT943-13062
0 qid:337 1:1.4570212364196777 2:0.0 3:1.645949125289917 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:18.674264907836914 16:6.263882160186768 17:18.339853286743164 18:0.0 19:0.8583603501319885 20:0.8583603501319885 21:12.856536865234375 22:0.0 23:13.595588684082031 24:0.0 25:0.0 26:0.0 27:10.534197807312012 28:0.0 29:10.271354675292969 30:0.0 31:0.0 32:0.0 33:0.0 34:1226.0 #docno: FT923-598
1 qid:330 1:1.7485851049423218 2:0.0 3:1.7958769798278809 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:18.646095275878906 16:0.0 17:17.195043563842773 18:0.0 19:0.6230663061141968 20:0.0 21:12.355175971984863 22:0.0 23:13.029182434082031 24:0.0 25:0.783649742603302 26:0.0 27:7.856985092163086 28:0.0 29:7.905405044555664 30:0.0 31:0.0 32:0.0 33:0.0 34:1414.0 #docno: FBIS4-46251
0 qid:319 1:1.084337830543518 2:3.1430206298828125 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:10.834036827087402 16:0.0 17:10.195089340209961 18:0.0 19:0.0 20:0.0 21:8.205554008483887 22:0.0 23:9.142658233642578 24:0.0 25:0.0 26:0.0 27:4.604140758514404 28:0.0 29:4.464338302612305 30:0.0 31:0.0 32:0.0 33:0.0 34:319.0 #docno: FT924-15359
0 qid:433 1:1.027259111404419 2:0.0 3:1.2235445976257324 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:9.42796516418457 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 21:7.010282516479492 22:0.0 23:7.358819484710693 24:0.0 25:0.0 26:0.0 27:4.45238733291626 28:0.0 29:0.0 30:0.0 31:0.0 32:0.0 33:0.0 34:1833.0 #docno: FBIS4-44231
0 qid:419 1:1.0945520401000977 2:2.8792526721954346 3:1.4037748575210571 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:10.555795669555664 16:0.0 17:10.553282737731934 18:0.0 19:0.0 20:0.0 21:7.804535865783691 22:0.0 23:7.700677394866943 24:0.0 25:5.449764728546143 26:0.0 27:5.440244674682617 28:0.0 29:5.336153507232666 30:0.0 31:6.106517791748047 32:0.0 33:0.0 34:288.0 #docno: FT944-2619
0 qid:363 1:1.0326805114746094 2:0.0 3:1.3075791597366333 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:11.95125675201416 16:0.0 17:11.777290344238281 18:0.0 19:0.0 20:0.0 21:8.414799690246582 22:0.0 23:8.119641304016113 24:0.0 25:0.0 26:0.0 27:5.269671440124512 28:0.0 29:5.117156028747559 30:0.0 31:0.0 32:0.0 33:0.0 34:1209.0 #docno: FT942-13517
0 qid:310 1:1.0898277759552002 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:11.325489044189453 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 21:8.453191757202148 22:0.0 23:8.469039916992188 24:0.0 25:0.0 26:0.0 27:5.837466716766357 28:2.8784985542297363 29:5.675623893737793 30:0.0 31:0.0 32:0.0 33:0.0 34:2643.0 #docno: FR940222-2-00051
1 qid:421 1:1.2893105745315552 2:0.0 3:0.0 4:0.0 5:528155.0 6:0.0 7:0.0 8:0.0 9:528155.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:13.41668701171875 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 21:10.024612426757812 22:0.0 23:10.298892974853516 24:0.0 25:4.342902183532715 26:0.0 27:5.95758056640625 28:0.0 29:0.0 30:0.0 31:4.342902183532715 32:0.0 33:1.0 34:2103.0 #docno: FBIS3-21587
0 qid:327 1:0.6198987364768982 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:8.560407638549805 16:0.0 17:8.246234893798828 18:0.0 19:0.0 20:0.0 21:6.142617702484131 22:0.0 23:0.0 24:0.0 25:0.0 26:0.0 27:5.35955286026001 28:0.0 29:5.260282039642334 30:0.0 31:0.0 32:0.0 33:0.0 34:2179.0 #docno: FBIS3-50098
0 qid:366 1:0.7163650989532471 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:6.715906143188477 16:0.0 17:6.972143173217773 18:0.0 19:0.0 20:0.0 21:5.795517921447754 22:0.0 23:5.926037788391113 24:0.0 25:0.0 26:0.0 27:4.95176362991333 28:0.0 29:4.8309855461120605 30:0.0 31:0.0 32:0.0 33:0.0 34:4551.0 #docno: FR940304-1-00073
0 qid:333 1:1.2084343433380127 2:0.0 3:1.2573355436325073 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:16.445768356323242 16:0.0 17:15.766866683959961 18:0.0 19:0.0 20:0.0 21:11.27691650390625 22:0.0 23:8.55873966217041 24:0.0 25:0.0 26:0.0 27:8.70844841003418 28:0.0 29:8.461250305175781 30:0.0 31:0.0 32:0.0 33:0.0 34:5494.0 #docno: LA021890-0038
1 qid:346 1:0.9048495292663574 2:0.0 3:0.0 4:0.0 5:528155.0 6:0.0 7:0.0 8:0.0 9:528155.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:9.080949783325195 16:0.0 17:8.975191116333008 18:0.0 19:0.0 20:0.0 21:6.665435314178467 22:0.0 23:6.6906304359436035 24:0.0 25:0.0 26:0.0 27:3.7339882850646973 28:0.0 29:3.512140989303589 30:0.0 31:0.0 32:0.0 33:1.0 34:6647.0 #docno: FR940429-0-00118
0 qid:317 1:0.6678673624992371 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:9.086648941040039 16:0.0 17:8.83213996887207 18:0.0 19:0.0 20:0.0 21:6.611308574676514 22:0.0 23:6.348873138427734 24:0.0 25:0.0 26:0.0 27:5.343809127807617 28:0.0 29:5.187511444091797 30:0.0 31:0.0 32:0.0 33:0.0 34:4046.0 #docno: FR940503-2-00159
0 qid:349 1:0.4796539545059204 2:0.0 3:0.4793475568294525 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:11.580029487609863 14:11.580029487609863 15:8.323257446289062 16:0.0 17:7.835458278656006 18:0.0 19:11.429145812988281 20:11.429145812988281 21:5.471554279327393 22:0.0 23:5.806563377380371 24:0.0 25:11.050945281982422 26:11.050945281982422 27:5.223680019378662 28:0.0 29:5.0555901527404785 30:0.0 31:10.968950271606445 32:10.968950271606445 33:0.0 34:4125.0 #docno: FR940912-2-00110
0 qid:422 1:1.2240172624588013 2:3.1587092876434326 3:1.3004372119903564 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:13.537115097045898 16:8.577620506286621 17:0.0 18:0.0 19:0.0 20:0.0 21:9.795709609985352 22:4.956265449523926 23:9.155301094055176 24:0.0 25:0.0 26:0.0 27:6.557643890380859 28:0.0 29:6.409506797790527 30:0.0 31:0.0 32:0.0 33:0.0 34:1204.0 #docno: FT924-12763
0 qid:423 1:0.7735428810119629 2:0.0 3:0.8743418455123901 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:10.812722206115723 16:0.0 17:10.757107734680176 18:0.0 19:0.0 20:0.0 21:7.380275249481201 22:0.0 23:7.715989112854004 24:0.0 25:0.0 26:0.0 27:5.293768405914307 28:0.0 29:5.225770950317383 30:0.0 31:0.0 32:0.0 33:0.0 34:2888.0 #docno: FT932-11371
0 qid:395 1:0.7877938747406006 2:0.0 3:0.8334137201309204 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:7.067839622497559 14:7.067839622497559 15:9.012603759765625 16:0.0 17:8.513677597045898 18:0.0 19:7.058366298675537 20:7.058366298675537 21:6.738578796386719 22:3.947267770767212 23:6.407921314239502 24:0.0 25:7.046285629272461 26:7.046285629272461 27:4.213375091552734 28:0.0 29:3.961846351623535 30:0.0 31:7.046285629272461 32:7.046285629272461 33:0.0 34:4402.0 #docno: FBIS4-11123
0 qid:357 1:1.0062193870544434 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:10.832042694091797 16:0.0 17:11.563838958740234 18:0.0 19:0.0 20:0.0 21:7.86911678314209 22:0.0 23:7.761712074279785 24:0.0 25:0.0 26:0.0 27:4.671122074127197 28:0.0 29:0.0 30:0.0 31:7.110894203186035 32:0.0 33:0.0 34:2019.0 #docno: LA062390-0002
1 qid:370 1:1.2184369564056396 2:3.4484663009643555 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:10.716009140014648 14:0.0 15:11.664968490600586 16:0.0 17:11.179166793823242 18:0.0 19:10.380663871765137 20:0.0 21:8.161160469055176 22:0.0 23:8.083050727844238 24:0.0 25:9.915236473083496 26:0.0 27:5.025956153869629 28:0.0 29:4.809169292449951 30:0.0 31:9.9785737991333 32:0.0 33:0.0 34:3282.0 #docno: LA022789-0014
1 qid:322 1:1.2059341669082642 2:0.0 3:0.0 4:0.0 5:528155.0 6:0.0 7:0.0 8:0.0 9:528155.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:11.134369850158691 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 21:8.886552810668945 22:0.0 23:9.371407508850098 24:0.0 25:0.0 26:0.0 27:5.273941516876221 28:0.0 29:5.153012752532959 30:0.0 31:0.0 32:0.0 33:1.0 34:291.0 #docno: FT911-2704
0 qid:399 1:0.958589494228363 2:0.0 3:1.0618475675582886 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:9.392348289489746 16:0.0 17:9.276190757751465 18:0.0 19:0.0 20:0.0 21:7.0350213050842285 22:0.0 23:6.816247940063477 24:0.0 25:0.0 26:0.0 27:6.062895774841309 28:0.0 29:5.91097354888916 30:0.0 31:0.0 32:0.0 33:0.0 34:2249.0 #docno: FT943-9874
1 qid:438 1:0.785442590713501 2:0.0 3:1.1150802373886108 4:0.0 5:0.0 6:0.0 7:523875.0 8:0.0 9:0.0 10:0.0 11:523875.0 12:0.0 13:0.0 14:0.0 15:9.474017143249512 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 21:6.885778427124023 22:5.634679794311523 23:0.0 24:0.0 25:0.0 26:0.0 27:4.313268184661865 28:0.0 29:0.0 30:0.0 31:0.0 32:0.0 33:0.0 34:741.0 #docno: FT944-16513
1 qid:330 1:1.4711556434631348 2:0.0 3:1.6320444345474243 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:3.808591604232788 14:0.0 15:15.945648193359375 16:0.0 17:15.725679397583008 18:0.0 19:0.0 20:0.0 21:10.434768676757812 22:0.0 23:10.677559852600098 24:0.0 25:4.882964134216309 26:0.0 27:6.339170455932617 28:0.0 29:6.434586048126221 30:0.0 31:0.0 32:0.0 33:0.0 34:1537.0 #docno: FBIS4-67787
0 qid:306 1:1.0134168863296509 2:0.0 3:1.160491704940796 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:12.016353607177734 16:0.0 17:12.7626314163208 18:0.0 19:0.0 20:0.0 21:8.655192375183105 22:0.0 23:8.439105033874512 24:0.0 25:0.0 26:0.0 27:5.446929931640625 28:0.0 29:5.237715721130371 30:0.0 31:0.0 32:0.0 33:0.0 34:1332.0 #docno: FBIS4-23370
1 qid:352 1:0.7869023084640503 2:2.227335214614868 3:0.0 4:0.0 5:1709145.4945399999 6:0.0 7:0.0 8:0.0 9:2693072.651201597 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:8.346284866333008 16:0.0 17:8.159605979919434 18:0.0 19:0.0 20:0.0 21:6.090842247009277 22:0.0 23:5.985040664672852 24:0.0 25:0.0 26:0.0 27:3.455505609512329 28:0.0 29:3.284163475036621 30:0.0 31:0.0 32:0.0 33:0.9941531449708197 34:385.0 #docno: FT924-15348
0 qid:320 1:2.5631253719329834 2:0.0 3:2.7953238487243652 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:1.761257529258728 14:0.0 15:28.848403930664062 16:0.0 17:29.520465850830078 18:0.0 19:0.0 20:0.0 21:20.494050979614258 22:0.0 23:19.955764770507812 24:0.0 25:2.442424774169922 26:0.0 27:13.820414543151855 28:0.0 29:12.891912460327148 30:0.0 31:1.2845289707183838 32:0.0 33:0.0 34:1233.0 #docno: FT924-12383
1 qid:370 1:1.1570672988891602 2:0.0 3:1.343717098236084 4:0.0 5:746923.9310925 6:0.0 7:0.0 8:0.0 9:1056310.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:11.090120315551758 16:0.0 17:10.878790855407715 18:0.0 19:0.0 20:0.0 21:7.8053669929504395 22:0.0 23:0.0 24:0.0 25:0.0 26:0.0 27:4.758734226226807 28:0.0 29:4.677861213684082 30:0.0 31:3.665245771408081 32:0.0 33:1.0 34:575.0 #docno: FT924-7215
0 qid:399 1:0.9451585412025452 2:0.0 3:0.9445695877075195 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:9.339735984802246 16:0.0 17:9.219398498535156 18:0.0 19:0.0 20:0.0 21:6.941269397735596 22:0.0 23:6.801896095275879 24:0.0 25:0.0 26:0.0 27:5.9948811531066895 28:0.0 29:5.842958927154541 30:0.0 31:0.0 32:0.0 33:0.0 34:5189.0 #docno: FR940217-1-00144
0 qid:355 1:1.100651502609253 2:0.0 3:1.3022950887680054 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:14.13701057434082 16:0.0 17:15.250553131103516 18:0.0 19:0.5961683988571167 20:0.0 21:11.323264122009277 22:0.0 23:11.00353717803955 24:0.0 25:0.5961683988571167 26:0.0 27:7.420299530029297 28:0.0 29:7.0825605392456055 30:0.0 31:0.5961683988571167 32:0.0 33:0.0 34:1496.0 #docno: FBIS4-3909
1 qid:394 1:1.0853036642074585 2:2.5476129055023193 3:0.0 4:0.0 5:1275078.9310925 6:0.0 7:0.0 8:0.0 9:1180990.4826564016 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:7.835215091705322 16:0.0 17:8.839174270629883 18:0.0 19:0.0 20:0.0 21:6.705831527709961 22:0.0 23:7.080955505371094 24:0.0 25:0.0 26:0.0 27:3.718813896179199 28:0.0 29:3.6104376316070557 30:0.0 31:0.0 32:0.0 33:0.9923452429232741 34:380.0 #docno: LA101890-0196
0 qid:334 1:0.9554025530815125 2:0.0 3:1.2435898780822754 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:8.973366737365723 16:0.0 17:8.735008239746094 18:0.0 19:0.0 20:0.0 21:6.807744979858398 22:0.0 23:6.72177267074585 24:0.0 25:0.0 26:0.0 27:3.8396944999694824 28:0.0 29:3.6192121505737305 30:0.0 31:0.0 32:0.0 33:0.0 34:974.0 #docno: FBIS4-26573
1 qid:432 1:1.3013516664505005 2:0.0 3:1.6368802785873413 4:0.0 5:746923.9310925 6:0.0 7:0.0 8:0.0 9:1056310.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:14.214140892028809 16:0.0 17:13.791413307189941 18:0.0 19:0.0 20:0.0 21:10.157109260559082 22:0.0 23:11.461557388305664 24:0.0 25:0.0 26:0.0 27:6.350412845611572 28:0.0 29:6.19655179977417 30:0.0 31:0.0 32:0.0 33:1.0 34:307.0 #docno: FT923-12661
1 qid:422 1:1.120574951171875 2:3.1743383407592773 3:0.0 4:0.0 5:528155.0 6:0.0 7:0.0 8:0.0 9:528155.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:12.542354583740234 16:0.0 17:14.000877380371094 18:0.0 19:10.721606254577637 20:0.0 21:9.195272445678711 22:0.0 23:9.072057723999023 24:0.0 25:0.0 26:0.0 27:6.200236797332764 28:0.0 29:6.111626625061035 30:0.0 31:0.0 32:0.0 33:1.0 34:3416.0 #docno: LA091389-0057
0 qid:429 1:1.033557653427124 2:0.0 3:1.0334341526031494 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:10.051395416259766 16:0.0 17:10.324381828308105 18:0.0 19:0.0 20:0.0 21:7.352294921875 22:0.0 23:7.268035888671875 24:0.0 25:0.0 26:0.0 27:7.4002275466918945 28:0.0 29:7.183828353881836 30:0.0 31:0.0 32:0.0 33:0.0 34:4886.0 #docno: FR940202-2-00098
0 qid:426 1:1.035262942314148 2:2.7955195903778076 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:4.002997875213623 14:0.0 15:10.552032470703125 16:0.0 17:10.585944175720215 18:0.0 19:0.0 20:0.0 21:8.223729133605957 22:0.0 23:8.600156784057617 24:0.0 25:4.628164291381836 26:0.0 27:5.118992805480957 28:0.0 29:4.8391289710998535 30:0.0 31:0.0 32:0.0 33:0.0 34:1023.0 #docno: LA042790-0141
0 qid:343 1:1.1210553646087646 2:0.0 3:1.8192896842956543 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:10.896469116210938 16:0.0 17:10.992729187011719 18:0.0 19:0.0 20:0.0 21:8.17127799987793 22:0.0 23:0.0 24:0.0 25:0.0 26:0.0 27:4.698662757873535 28:0.0 29:4.472628593444824 30:0.0 31:0.0 32:0.0 33:0.0 34:308.0 #docno: FT921-9816
0 qid:379 1:0.492629736661911 2:0.0 3:0.6260961890220642 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:4.897966384887695 14:4.897966384887695 15:7.210815906524658 16:0.0 17:7.40317440032959 18:0.0 19:4.882984638214111 20:4.882984638214111 21:5.14207649230957 22:0.0 23:5.5227532386779785 24:0.0 25:4.86754846572876 26:4.86754846572876 27:4.0077385902404785 28:0.0 29:3.909351110458374 30:0.0 31:4.844358921051025 32:4.844358921051025 33:0.0 34:875.0 #docno: LA052289-0018
0 qid:322 1:1.014434814453125 2:0.0 3:1.1730138063430786 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:9.459432601928711 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 21:7.357566833496094 22:0.0 23:0.0 24:0.0 25:0.0 26:0.0 27:4.207314968109131 28:0.0 29:4.152112007141113 30:0.0 31:0.0 32:0.0 33:0.0 34:2022.0 #docno: LA071590-0196
0 qid:379 1:0.6585842370986938 2:0.0 3:0.7229536175727844 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.5321009159088135 14:0.5321009159088135 15:8.726776123046875 16:0.0 17:8.964374542236328 18:0.0 19:0.5321009159088135 20:0.5321009159088135 21:6.481736183166504 22:0.0 23:6.601385116577148 24:0.0 25:0.5321009159088135 26:0.5321009159088135 27:4.715494632720947 28:0.0 29:4.5652642250061035 30:0.0 31:0.5321009159088135 32:0.5321009159088135 33:0.0 34:2597.0 #docno: FT924-999
0 qid:423 1:0.969687283039093 2:0.0 3:1.1612966060638428 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:11.67141342163086 16:0.0 17:10.98762321472168 18:0.0 19:0.0 20:0.0 21:8.194892883300781 22:0.0 23:8.31978702545166 24:0.0 25:0.0 26:0.0 27:5.798742771148682 28:3.6643548011779785 29:5.618068218231201 30:0.0 31:0.0 32:0.0 33:0.0 34:374.0 #docno: FBIS3-31085
1 qid:303 1:2.246953010559082 2:2.858267068862915 3:2.493525981903076 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:27.82025718688965 16:20.41028594970703 17:26.069408416748047 18:0.0 19:1.350411057472229 20:0.0 21:19.060565948486328 22:7.854264736175537 23:18.168880462646484 24:0.0 25:0.0 26:0.0 27:13.071880340576172 28:4.057839393615723 29:6.502344608306885 30:0.0 31:0.0 32:0.0 33:0.0 34:2204.0 #docno: LA042590-0152
1 qid:411 1:1.1974034309387207 2:0.0 3:1.3081932067871094 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:14.978696823120117 16:0.0 17:15.286394119262695 18:0.0 19:0.0 20:0.0 21:11.550630569458008 22:0.0 23:13.979472160339355 24:0.0 25:0.0 26:0.0 27:10.142261505126953 28:0.0 29:10.039349555969238 30:0.0 31:0.0 32:0.0 33:0.0 34:2391.0 #docno: LA111289-0106
1 qid:388 1:0.8701286315917969 2:0.0 3:1.040391445159912 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:10.697586059570312 16:0.0 17:10.31078815460205 18:0.0 19:0.0 20:0.0 21:7.72189998626709 22:0.0 23:7.136573791503906 24:0.0 25:0.0 26:0.0 27:5.3995361328125 28:3.447052478790283 29:5.205540180206299 30:0.0 31:0.0 32:0.0 33:0.0 34:1243.0 #docno: FBIS3-6004
1 qid:421 1:1.3984878063201904 2:4.534294128417969 3:1.4635556936264038 4:0.0 5:528155.0 6:0.0 7:0.0 8:0.0 9:528155.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:14.052363395690918 16:0.0 17:15.752437591552734 18:0.0 19:7.249969005584717 20:0.0 21:10.678121566772461 22:0.0 23:11.667181015014648 24:0.0 25:5.378556251525879 26:0.0 27:6.436396598815918 28:0.0 29:6.304088592529297 30:0.0 31:5.378556251525879 32:0.0 33:1.0 34:3251.0 #docno: FT942-16650
1 qid:428 1:1.4382209777832031 2:0.0 3:1.5093270540237427 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.6814841032028198 14:0.0 15:15.208182334899902 16:0.0 17:15.17677116394043 18:0.0 19:0.6245904564857483 20:0.0 21:12.188462257385254 22:0.0 23:11.876310348510742 24:0.0 25:0.0 26:0.0 27:7.792628288269043 28:0.0 29:7.555516719818115 30:0.0 31:0.0 32:0.0 33:0.0 34:4847.0 #docno: FT943-9226
